id,job_hash,fetch_date,portal,search_keyword,job_title,company_name,location,remote_type,salary_range,experience_years,tech_stack,posted_date,job_description,description_length,apply_link,easy_apply_link,company_career_url,company_website,hr_email,job_id,visa_sponsorship,validation_score,validation_status,ai_summary,detail_fetched
d7d7273e-afd7-4ac4-a51b-3626b7643fa1,70187efe00f03079838ff8d0ffaa1a14,2026-08-25,Dice,PySpark Engineer,PySpark Engineer,CIS Technologies Inc.,"Charlotte, North Carolina • 15d ago",Not specified,,Not specified,,"Charlotte, North Carolina • 15d ago",,0,https://www.dice.com/job-detail/9b03adf4-5f06-4b4f-a6f9-a8fda1c19581,,,,,9b03adf4-5f06-4b4f-a6f9-a8fda1c19581,False,50,Partial,AI unavailable,False
808ad5fe-aee2-4491-80eb-3cf2a8afacb8,fc66a2814e4cfea75945775f756ccc35,2026-08-25,Dice,PySpark Engineer,PySpark Engineer,Infosat IT Services LLC,"Hybrid in Newark, New Jersey • 27d ago",Not specified,,Not specified,,"Hybrid in Newark, New Jersey • 27d ago",,0,https://www.dice.com/job-detail/1598d3a7-d380-4770-9604-87b44e000e8c,,,,,1598d3a7-d380-4770-9604-87b44e000e8c,False,50,Partial,AI unavailable,False
e553f3ef-b762-4f17-af81-126d162f2cee,d4678fd3dc9372919c7c053b7aa82ec2,2026-08-25,Dice,PySpark Engineer,PySpark Engineer,Citi,"Jersey City, New Jersey • Today",Not specified,,Not specified,,"Jersey City, New Jersey • Today",,0,https://www.dice.com/job-detail/61db6b2d-6786-4bf2-b258-01c35a4efe4a,,,,,61db6b2d-6786-4bf2-b258-01c35a4efe4a,False,50,Partial,AI unavailable,False
3b5b2543-dc6e-486b-af84-a0412124ed51,2bedd28e2191f0f1114251858967ddfd,2026-08-25,Dice,PySpark Engineer,PySpark Engineer,cloudingest inc,"Dallas, Texas • 4d ago",Not specified,,Not specified,,"Dallas, Texas • 4d ago",,0,https://www.dice.com/job-detail/4953907e-c08c-4d32-b2fc-5b823c93abb7,,,,,4953907e-c08c-4d32-b2fc-5b823c93abb7,False,50,Partial,AI unavailable,False
6b7b8491-34ff-4228-8ca5-b887cc24a629,a920b73e1444adb8c6a8bb135fe5d377,2026-08-25,Dice,PySpark Engineer,PySpark Engineer,Software Engineer 2 - Python/PySpark/AWS,Captivation Software,Not specified,,Not specified,,"Annapolis, Maryland • Today",,0,https://www.dice.com/job-detail/022efd22-d215-45f4-82d3-04b2a0fd9631,,,,,022efd22-d215-45f4-82d3-04b2a0fd9631,False,50,Partial,AI unavailable,False
5c9e9942-5d7c-4dc2-988e-7c0ac1d9a35a,d1cfaa50f3619c80af1945bd195e1d86,2026-08-25,Dice,PySpark Engineer,PySpark Engineer,Cliff Services Inc,"Dallas, Texas • Today",Not specified,,Not specified,,"Dallas, Texas • Today",,0,https://www.dice.com/job-detail/a65d4e0a-92f5-44f4-8d18-3734d643ffa9,,,,,a65d4e0a-92f5-44f4-8d18-3734d643ffa9,False,50,Partial,AI unavailable,False
8a7f6f53-bd5d-4427-a8ec-3920dcbf7fd0,dedcb882e32a92876b66f2c37ff55a2b,2026-08-25,Dice,PySpark Engineer,PySpark Engineer,Keylent,"Reading, Pennsylvania • 17d ago",Not specified,,Not specified,,"Reading, Pennsylvania • 17d ago",,0,https://www.dice.com/job-detail/3b8462f1-c200-4de7-93ed-7ff08957ba3b,,,,,3b8462f1-c200-4de7-93ed-7ff08957ba3b,False,50,Partial,AI unavailable,False
215301c9-6e50-4155-a2a9-140864b5a36a,7a51fb96d91b60f8cc782b22f33ffd91,2026-08-25,Dice,PySpark Engineer,PySpark Engineer,"Software Engineer 2 - (Python, PySpark, AWS)","Akina, Inc.",Not specified,,Not specified,,"Annapolis, Maryland • Today",,0,https://www.dice.com/job-detail/385044ff-722d-4744-91c3-a9dae539cc13,,,,,385044ff-722d-4744-91c3-a9dae539cc13,False,50,Partial,AI unavailable,False
b412f132-e7cc-4bb0-b1da-eb9b540aba2e,08f6761f9df13c370d3857396dad1b39,2026-08-25,Dice,PySpark Engineer,PySpark Engineer,Keylent,"Reading, Pennsylvania • 20d ago",Not specified,,Not specified,,"Reading, Pennsylvania • 20d ago",,0,https://www.dice.com/job-detail/9e5d43bc-a72e-4d43-ba10-f1247e15bb0c,,,,,9e5d43bc-a72e-4d43-ba10-f1247e15bb0c,False,50,Partial,AI unavailable,False
6497b4ab-345d-4847-962a-c5f527e7ced6,b444a352cf91463d4345e69a230fd340,2026-08-25,Built In,PySpark Engineer,"Software Engineer III - Python, PySpark, Databricks, Big Data","Software Engineer III - Python, PySpark, Databrick",Reposted 9 Days Ago,Not specified,,Not specified,,,,0,https://builtin.com/job/software-engineer-iii-python-pyspark-databricks-big-data/10657350,,,,,,False,50,Partial,AI unavailable,False
9b830d30-fa5e-4431-bbec-147dfd2f0680,5f02c8bd53d1b1b47513e914c677a886,2026-08-25,Built In,PySpark Engineer,Data Engineer - PySpark Developer,Data Engineer - PySpark Developer,Reposted 5 Hours Ago,Not specified,,Not specified,,,,0,https://builtin.com/job/data-engineer-pyspark-developer/10455903,,,,,,False,50,Partial,AI unavailable,False
55681c3b-c3df-415d-9394-2277b5ab2153,e88d07103c2fd618d65668525c38adbe,2026-08-25,Built In,PySpark Engineer,"Software Development Engineer II - Python, PySpark, SQL","Software Development Engineer II - Python, PySpark",Reposted 5 Hours Ago,Not specified,,Not specified,,,,0,https://builtin.com/job/sde-12-pysparkgs/4623618,,,,,,False,50,Partial,AI unavailable,False
a908915a-ab2e-47ca-9f7e-9eacd35dbf1f,124e873dbe9c9399c1db0d34e44a2617,2026-08-25,Built In,PySpark Engineer,Java PySpark Bigdata Developer,Java PySpark Bigdata Developer,Reposted Yesterday,Not specified,,Not specified,,,,0,https://builtin.com/job/java-pyspark-bigdata-developer/10525820,,,,,,False,50,Partial,AI unavailable,False
f706711b-a9ac-49cf-8857-3a35fe2c75df,8017498ff5d3b24c300fa04743b32e72,2026-08-25,Built In,PySpark Engineer,PySpark Data Engineer,PySpark Data Engineer,Reposted Yesterday,Not specified,,Not specified,,,,0,https://builtin.com/job/pyspark-data-engineer/9352146,,,,,,False,50,Partial,AI unavailable,False
852ed59a-a621-4c3b-9b4c-144fb26d59b9,a070ecca6de176c28ccca5f24123f379,2026-08-25,Built In,PySpark Engineer,Zettamine - Data Engineer (Pyspark),Zettamine - Data Engineer (Pyspark),Reposted Yesterday,Not specified,,Not specified,,,,0,https://builtin.com/job/zettamine-data-engineer-pyspark/9645424,,,,,,False,50,Partial,AI unavailable,False
2aa5b09e-794b-4ece-9bc7-8545d16b166b,559cf4dadbcdd7b5c8bef64c4c4e5800,2026-08-25,Built In,PySpark Engineer,Senior Big Data Engineer Pyspark Databricks - Vice President,Senior Big Data Engineer Pyspark Databricks - Vice,Reposted Yesterday,Not specified,,Not specified,,,,0,https://builtin.com/job/senior-big-data-engineer-pyspark-databricks-vice-president/10436525,,,,,,False,50,Partial,AI unavailable,False
2b7a3288-dacd-4a51-ba03-f512e1e8a778,8d991f17fbdc6c06936623e1da4802c5,2026-08-25,Built In,PySpark Engineer,Engineer - PySpark/SQL,Engineer - PySpark/SQL,Reposted Yesterday,Not specified,,Not specified,,,,0,https://builtin.com/job/engineer-pyspark-sql/10436234,,,,,,False,50,Partial,AI unavailable,False
9905cb2a-74e5-4748-b169-02d8dcd31a85,c1a195497b9c03a577bc41d8ac928ba5,2026-08-25,Built In,PySpark Engineer,Sr. Data Engineer (Python | PySpark | FastAPI),Sr. Data Engineer (Python | PySpark | FastAPI),2 Days Ago,Not specified,,Not specified,,,,0,https://builtin.com/job/sr-data-engineer-python-pyspark-fastapi/10818561,,,,,,False,50,Partial,AI unavailable,False
0b8f5ef4-0569-45a4-83b0-306ebfebb2fe,e130e1d3272a55cbfcc4f13d12b1c4d8,2026-08-25,Built In,PySpark Engineer,PySpark Developer – ETL & SQL,PySpark Developer – ETL & SQL,2 Days Ago,Not specified,,Not specified,,,,0,https://builtin.com/job/pyspark-developer-etl-sql/10811054,,,,,,False,50,Partial,AI unavailable,False
c899f98e-009e-4893-8761-06b2d588e973,cd6a19cf701e2acd382766f42edc8d20,2026-08-25,Built In,PySpark Engineer,Data Engineer — PySpark + AWS Glue,Data Engineer — PySpark + AWS Glue,3 Days Ago,Not specified,,Not specified,,,,0,https://builtin.com/job/data-engineer-pyspark-aws-glue/10809930,,,,,,False,50,Partial,AI unavailable,False
be48201c-8837-4a31-a50e-8cecd944ec02,2ea67b46ad2819e544dfc95510d5b48c,2026-08-25,Built In,PySpark Engineer,Data Engineer Pyspark and Mongo DB,Data Engineer Pyspark and Mongo DB,Reposted 3 Days Ago,Not specified,,Not specified,,,,0,https://builtin.com/job/data-engineer-pyspark-and-mongo-db/10390876,,,,,,False,50,Partial,AI unavailable,False
62d71b87-2c31-4fc2-a8cd-95de4cf4a5b9,fa86bf49246e3df0440e8ad20a5d8e15,2026-08-25,Built In,PySpark Engineer,PySpark Big Data Developer,PySpark Big Data Developer,Reposted 3 Days Ago,Not specified,,Not specified,,,,0,https://builtin.com/job/pyspark-big-data-developer/10019978,,,,,,False,50,Partial,AI unavailable,False
48236364-f688-4ec9-8ca7-bca71d5364cf,8afbf48fb5aa4f1f3a2eca505cf4eda8,2026-08-25,Built In,PySpark Engineer,Sr. Power BI Engineer - (SSRS & PySpark),Sr. Power BI Engineer - (SSRS & PySpark),Reposted 4 Days Ago,Not specified,,Not specified,,,,0,https://builtin.com/job/sr-power-bi-engineer-ssrs-pyspark/10500213,,,,,,False,50,Partial,AI unavailable,False
3de9a87d-83a9-4ddb-9f62-512876e64f72,168873d6b9120548d5f00e44e7593ba5,2026-08-25,Built In,PySpark Engineer,"Officer - Data Engineer (Big Data, Python, PySpark)","Officer - Data Engineer (Big Data, Python, PySpark",Reposted 5 Days Ago,Not specified,,Not specified,,,,0,https://builtin.com/job/officer-data-engineer-big-data-python-pyspark/9977989,,,,,,False,50,Partial,AI unavailable,False
c6dec5e2-b79f-45d6-9c57-ea5b8dc65201,9e6ec2e555c9e70438c7dffaab3ffe5e,2026-08-25,Built In,PySpark Engineer,PySpark Developer / Senior Data Engineer,PySpark Developer / Senior Data Engineer,6 Days Ago,Not specified,,Not specified,,,,0,https://builtin.com/job/pyspark-developer-senior-data-engineer/10742038,,,,,,False,50,Partial,AI unavailable,False
9cf6aade-3903-44c9-ae00-adfd2eb88a34,ee62eb19cdc47436502b76cc210aa117,2026-08-25,Built In,PySpark Engineer,"Software Test Engineer (ETL tester - python, pyspark, SQL, databricks)","Software Test Engineer (ETL tester - python, pyspa",8 Days Ago,Not specified,,Not specified,,,,0,https://builtin.com/job/software-test-engineer-etl-tester-python-pyspark-sql-databricks/10707372,,,,,,False,50,Partial,AI unavailable,False
99ddf0b5-f31c-4045-aa3a-0139f95acc0e,cf5ff5b55091f2c9a4f529106ae914d3,2026-08-25,Built In,PySpark Engineer,Data Engineer - PySpark,Data Engineer - PySpark,12 Days Ago,Not specified,,Not specified,,,,0,https://builtin.com/job/data-engineer-pyspark/10655062,,,,,,False,50,Partial,AI unavailable,False
45e55371-c5f3-4ad0-9bb5-cc8bd9d95c30,ed861d5803d33977cc531c5cc81844e4,2026-08-25,Built In,PySpark Engineer,"Senior Software Test Engineer (python, pyspark, SQL, databricks, playwright/ selenium)","Senior Software Test Engineer (python, pyspark, SQ",14 Days Ago,Not specified,,Not specified,,,,0,https://builtin.com/job/senior-software-test-engineer-python-pyspark-sql-databricks-playwright-selenium/10615753,,,,,,False,50,Partial,AI unavailable,False
2f25e737-e07b-460b-8a6c-733c2c3b0795,517b2b6fa164173a1f426671fc4517e0,2026-08-25,Built In,PySpark Engineer,"Senior Software Engineer (Java ,PySpark and AWS )","Senior Software Engineer (Java ,PySpark and AWS )",14 Days Ago,Not specified,,Not specified,,,,0,https://builtin.com/job/senior-software-engineer-java-pyspark-and-aws/10613611,,,,,,False,50,Partial,AI unavailable,False
4a2d2537-ad8d-4436-9559-66b913c65b29,f8a6121a1c10f7f8d84adf7f1bf71fb9,2026-08-25,Built In,PySpark Engineer,"PySpark Data Engineer – Python, ETL & Data Warehousing","PySpark Data Engineer – Python, ETL & Data Warehou",15 Days Ago,Not specified,,Not specified,,,,0,https://builtin.com/job/pyspark-data-engineer-python-etl-data-warehousing/10595714,,,,,,False,50,Partial,AI unavailable,False
4cf071ca-8eaf-4497-a7bc-8ed5fb5482f8,e1d2c4d52054ff9967da4bb502c10070,2026-08-25,Built In,PySpark Engineer,"Senior Data Engineer- Pyspark,Databricks,SQL","Senior Data Engineer- Pyspark,Databricks,SQL",Reposted 15 Days Ago,Not specified,,Not specified,,,,0,https://builtin.com/job/senior-data-engineer-pyspark-databricks-sql/10201593,,,,,,False,50,Partial,AI unavailable,False
4772a020-ebae-4fb2-8012-1c03a591caa8,72ad4a8effd1150d6f7e786f02dc9add,2026-08-25,Built In,PySpark Engineer,Senior PySpark Developer,Senior PySpark Developer,Reposted 17 Days Ago,Not specified,,Not specified,,,,0,https://builtin.com/job/python-pyspark-developer-assistant-vice-president/9793827,,,,,,False,50,Partial,AI unavailable,False
cbe768da-860f-42a1-b97a-1842b277a48d,9e84efd23608a243d7e20fac92b9987c,2026-08-25,Built In,PySpark Engineer,Pyspark developer,Pyspark developer,19 Days Ago,Not specified,,Not specified,,,,0,https://builtin.com/job/pyspark-developer/10558974,,,,,,False,50,Partial,AI unavailable,False
9c985491-eb05-4743-90d5-1033a69222ba,4ad87fc6cc6e737293b975dedeb7c811,2026-08-25,LinkedIn,ETL Developer,Engineer,Tata Consultancy Services,"Pittsburgh, PA",Not specified,,Not specified,,2026-08-25,,0,https://www.linkedin.com/jobs/view/engineer-at-tata-consultancy-services-4448262047,,,,,,False,50,Partial,AI unavailable,False
3753e705-3136-47e5-9f3b-fb0e46466790,c66b998a4320c33d3f828b20fc7fc94e,2026-08-25,LinkedIn,ETL Developer,ETL Informatica Developer,MANTECH,"Ashburn, VA",Not specified,,Not specified,,2026-08-25,,0,https://www.linkedin.com/jobs/view/etl-informatica-developer-at-mantech-4417976797,,,,,,False,50,Partial,AI unavailable,False
952ea6c4-a0c2-491b-b9c6-b9a3407385aa,1847e96459fd39d423c0c38f9a276372,2026-08-25,LinkedIn,ETL Developer,"Junior Data Engineer (Philadelphia, PA)",RemoteHunter,United States,Not specified,,Not specified,,2026-08-25,,0,https://www.linkedin.com/jobs/view/junior-data-engineer-philadelphia-pa-at-remotehunter-4457456565,,,,,,False,50,Partial,AI unavailable,False
c4498ff2-808b-4621-a2ec-36252d638704,64781a9936f2f151fcd01fa0c20f7edb,2026-08-25,LinkedIn,ETL Developer,ETL Informatica developer,Synechron,"Dallas, TX",Not specified,,Not specified,,2026-08-25,,0,https://www.linkedin.com/jobs/view/etl-informatica-developer-at-synechron-4454629389,,,,,,False,50,Partial,AI unavailable,False
fe5c1c5e-390a-4a6f-8da3-18450a8c1cd9,ae65c7f32865f41f9d4190917920b8c9,2026-08-25,LinkedIn,ETL Developer,Junior Data Integration Developer,Journal Technologies,"Logan, UT",Not specified,,Not specified,,2026-08-25,,0,https://www.linkedin.com/jobs/view/junior-data-integration-developer-at-journal-technologies-4458703225,,,,,,False,50,Partial,AI unavailable,False
7915964f-3eb6-4554-a6f4-f49a176e0e3d,32ea41bec17f9fd6e16f18f964b7d690,2026-08-25,LinkedIn,ETL Developer,Senior Engineer,Tata Consultancy Services,"Dallas, TX",Not specified,,Not specified,,2026-08-25,,0,https://www.linkedin.com/jobs/view/senior-engineer-at-tata-consultancy-services-4457479049,,,,,,False,50,Partial,AI unavailable,False
b90ee067-35dc-4ecf-9f73-dd91fcf86b50,fdaf2a50cbfc3da6712073dca3898628,2026-08-25,LinkedIn,ETL Developer,Data Engineer,David,"New York, NY",Not specified,,Not specified,,2026-08-24,,0,https://www.linkedin.com/jobs/view/data-engineer-at-david-4457151267,,,,,,False,50,Partial,AI unavailable,False
01220266-365c-47c5-911c-8d50b78551d2,c138ffa27b9357e2208f9334774f7355,2026-08-25,LinkedIn,ETL Developer,Data Engineers (Integration & Interoperability),TALENT Software Services,"Pennsylvania, United States",Not specified,,Not specified,,2026-08-24,,0,https://www.linkedin.com/jobs/view/data-engineers-integration-interoperability-at-talent-software-services-4456509199,,,,,,False,50,Partial,AI unavailable,False
88723996-1707-4989-acc7-4127859feb6b,d86c969e46901e95112ac4161c97662d,2026-08-25,LinkedIn,ETL Developer,Senior Data Engineer – ERP Data Harmonization & Enterprise Data Platform,Tessera Labs,"San Francisco, CA",Not specified,,Not specified,,2026-08-25,,0,https://www.linkedin.com/jobs/view/senior-data-engineer-%E2%80%93-erp-data-harmonization-enterprise-data-platform-at-tessera-labs-4380064573,,,,,,False,50,Partial,AI unavailable,False
ef165c92-5cb2-47e8-8a6c-4dab758f6efe,cdc84b988424a803e0a90a5b2a6be504,2026-08-25,LinkedIn,ETL Developer,Software Engineer 2 (Data Lake & Data Warehouse Solutions),U.S. Bank,"Englewood, CO",Not specified,,Not specified,,2026-08-24,,0,https://www.linkedin.com/jobs/view/software-engineer-2-data-lake-data-warehouse-solutions-at-u-s-bank-4458298048,,,,,,False,50,Partial,AI unavailable,False
a4654df2-7b68-42df-9aa0-0015d26542c2,d4f17f60373799def9cca8473b0d1398,2026-08-25,LinkedIn,ETL Developer,Junior Data Integration Developer,Journal Technologies,"Los Angeles, CA",Not specified,,Not specified,,2026-08-25,,0,https://www.linkedin.com/jobs/view/junior-data-integration-developer-at-journal-technologies-4458722010,,,,,,False,50,Partial,AI unavailable,False
01cd589e-2e52-45d2-9cab-2f988c377293,0c054d642363173e7f5153ba019d305c,2026-08-25,LinkedIn,ETL Developer,Senior ETL Developer,GAC Solutions,"Beverly, MA",Not specified,,Not specified,,2026-08-25,,0,https://www.linkedin.com/jobs/view/senior-etl-developer-at-gac-solutions-4457490970,,,,,,False,50,Partial,AI unavailable,False
acc7d7ab-73dc-43a8-9740-93aa15d3ae81,1d44bee117c36ff874de62138d4d1bff,2026-08-25,Dice,ETL Developer,ETL Developer,"Gurus Infotech, Inc.","Wilmington, Delaware • Yesterday",Not specified,,Not specified,,"Wilmington, Delaware • Yesterday",,0,https://www.dice.com/job-detail/317ed2fa-1509-4c28-8474-37dc1de877f6,,,,,317ed2fa-1509-4c28-8474-37dc1de877f6,False,50,Partial,AI unavailable,False
c7afc94e-10b1-44b6-a95b-8b3ed053ff98,94257e9afa998e36b6798055384684d1,2026-08-25,Dice,ETL Developer,ETL Developer,IBM DataStage ETL Developer,ITBrainiac Inc,Not specified,,Not specified,,"Hybrid in Philadelphia, Pennsylvania • 18d ago",,0,https://www.dice.com/job-detail/6d900d77-dbe0-4212-83a2-6e8bea557418,,,,,6d900d77-dbe0-4212-83a2-6e8bea557418,False,50,Partial,AI unavailable,False
bb000278-b17f-4c40-8731-540ad6b5e2ef,422a10e511ef0a1343bca277965e6165,2026-08-25,Dice,ETL Developer,ETL Developer,TekShapers,"Seattle, Washington • 18d ago",Not specified,,Not specified,,"Seattle, Washington • 18d ago",,0,https://www.dice.com/job-detail/74033c98-dc0e-45b9-ba0c-74d2bd6bb717,,,,,74033c98-dc0e-45b9-ba0c-74d2bd6bb717,False,50,Partial,AI unavailable,False
a21856ac-7d2a-48ab-8b0b-b8877546bcf9,69ea25466012c6f9dff5ad64b61ff0d7,2026-08-25,Dice,ETL Developer,ETL Developer,Randstad Digital,"Plano, Texas • Today",Not specified,,Not specified,,"Plano, Texas • Today",,0,https://www.dice.com/job-detail/612d7ec5-22b2-44cf-83c2-c671d3aba323,,,,,612d7ec5-22b2-44cf-83c2-c671d3aba323,False,50,Partial,AI unavailable,False
d5985b12-14fd-4adc-b6dc-5484c33fe4bb,6415c8c0d6c0feb277fdd7004e242331,2026-08-25,Dice,ETL Developer,ETL Developer,Apex Systems,"Plano, Texas • Today",Not specified,,Not specified,,"Plano, Texas • Today",,0,https://www.dice.com/job-detail/a6d530cd-f24c-4566-9306-f51541417bef,,,,,a6d530cd-f24c-4566-9306-f51541417bef,False,50,Partial,AI unavailable,False
b459ab13-ac94-47ee-a45b-929930c3bd74,0edcc3053ec507c6163d12e2a4a12c23,2026-08-25,Dice,ETL Developer,ETL Developer,Nityo Infotech Corporation,"San Jose, California • 5d ago",Not specified,,Not specified,,"San Jose, California • 5d ago",,0,https://www.dice.com/job-detail/99c80671-f2ab-48f3-80cb-95138c6f3c37,,,,,99c80671-f2ab-48f3-80cb-95138c6f3c37,False,50,Partial,AI unavailable,False
ea90122e-96b6-4da3-b8d9-5cddd3027970,03bab560ef28c7e1585d1f00a6e0c53e,2026-08-25,Dice,ETL Developer,ETL Developer,Genesis10,"Charlotte, North Carolina • Today",Not specified,,Not specified,,"Charlotte, North Carolina • Today",,0,https://www.dice.com/job-detail/7a45da18-9bed-4fef-9f26-0d34251b1c38,,,,,7a45da18-9bed-4fef-9f26-0d34251b1c38,False,50,Partial,AI unavailable,False
db4e6554-9333-4533-808a-10d810f502a2,a191c0dfea5873321beb217643f931bf,2026-08-25,Dice,ETL Developer,ETL Developer,ETL Developer / Data Engineer,"ICF International, Inc.",Not specified,,Not specified,,"Reston, Virginia • 6d ago",,0,https://www.dice.com/job-detail/faa97798-2b86-4939-989f-f443c4b0cc70,,,,,faa97798-2b86-4939-989f-f443c4b0cc70,False,50,Partial,AI unavailable,False
